pageName,diffURL,editor,lineDelta,comment
"Hugo Grotius","http://en.wikipedia.org/w/index.php?diff=630002161&oldid=629097074","x130tmzk",61,"added [[Category:17th-century Calvinist and Reformed theologians]] using [[WP:HC|HotCat]]"
"Clarence (2014 TV series)","http://en.wikipedia.org/w/index.php?diff=630002162&oldid=630001766","172.25.55.197",2,""
"List of celebrity appearances in video games","http://en.wikipedia.org/w/index.php?diff=630002165&oldid=611083052","172.24.96.61",56,""
"Jonathan Pink","http://en.wikipedia.org/w/index.php?diff=630002167&oldid=607441945","172.29.170.77",907,"/* Bryan Cave, LLP */"
"Giselda Zani","http://en.wikipedia.org/w/index.php?diff=630002168&oldid=630002150","peh2thuc",31,"added [[Category:Women journalists]] using [[WP:HC|HotCat]]"
"Turin Metro","http://en.wikipedia.org/w/index.php?diff=630002169&oldid=618762562","172.24.71.21",97,"/* See also */"
"Loylogic","http://en.wikipedia.org/w/index.php?diff=630002171&oldid=630002121","1otw8p3g",-1,""
"Róbert Waltner","http://en.wikipedia.org/w/index.php?diff=630002174&oldid=626745934","tk6ldtzi",0,""
"Digital comic","http://en.wikipedia.org/w/index.php?diff=630002179&oldid=629883658","t3nxx6zw",14,"/* See also */"
"Fox (Hungary)","http://en.wikipedia.org/w/index.php?diff=630002182&oldid=629161863","172.18.143.126",94,"/* Primetime */"
"Kern County Raceway Park","http://en.wikipedia.org/w/index.php?diff=630002186&oldid=630001080","cq1l69gr",2,""
"Muhammad Ali Jinnah","http://en.wikipedia.org/w/index.php?diff=630002189&oldid=629439653","xihirc3j",65,""
"Namecoin","http://en.wikipedia.org/w/index.php?diff=630002190&oldid=629998658","172.20.52.238",74,"namecoin.info & dot-bit.org added in the external link section"
"Corruption in Venezuela","http://en.wikipedia.org/w/index.php?diff=630002195&oldid=630001892","fyoz5y3t",14248,"undoing the usual whitewashing"
"Newlywed","http://en.wikipedia.org/w/index.php?diff=630002197&oldid=629453128","lqidn26b",796,"in popular culture"
"A Taste of Money","http://en.wikipedia.org/w/index.php?diff=630002198&oldid=629404570","cobaqthn",105,"Filled in 2 reference(s) with [[User:Zhaofeng Li/Reflinks]]"
"Shkodran Mustafi","http://en.wikipedia.org/w/index.php?diff=630002201&oldid=629908478","efxu6zsw",1,"/* Club career */"
"Galileo (horse)","http://en.wikipedia.org/w/index.php?diff=630002203&oldid=628328411","172.23.174.87",173,"/* Notable progeny */"
"Sugar-apple","http://en.wikipedia.org/w/index.php?diff=630002204&oldid=627798988","172.29.47.2",-4,"/* Nomenclature */ Corrected the Kannada name of the fruit"
"Werburgh","http://en.wikipedia.org/w/index.php?diff=630002205&oldid=630001891","172.17.60.18",76,"/* Life */"
"DigitalOcean","http://en.wikipedia.org/w/index.php?diff=630002207&oldid=629471112","172.16.15.123",4,"/* History */ Updated growth statistics from Netcraft."
"English translations of Homer","http://en.wikipedia.org/w/index.php?diff=630002208&oldid=630002100","2i8orpoj",24,"/* Early 20th century (c. 1900 – c. 1925) */"
"Timeline of Paris","http://en.wikipedia.org/w/index.php?diff=630002209&oldid=629999762","bg18gysr",931,"/* 15th century - the Burgundians and English in Paris */ adding events and citations"
"Loylogic","http://en.wikipedia.org/w/index.php?diff=630002210&oldid=630002171","lzlokqme",12,""
"Rich Raddon","http://en.wikipedia.org/w/index.php?diff=630002211&oldid=630001732","28wbzzbv",0,""
"Vadims Žuļevs","http://en.wikipedia.org/w/index.php?diff=630002213&oldid=626745767","tk6ldtzi",0,""
"Butterfly Effect (Ashley Roberts album)","http://en.wikipedia.org/w/index.php?diff=630002215&oldid=629843735","172.31.141.46",1,""
"Nuestra Belleza México 2014","http://en.wikipedia.org/w/index.php?diff=630002217&oldid=629817269","172.27.167.87",-22,"/* Placements Nuestra Belleza México */"
"The Late Philip J. Fry","http://en.wikipedia.org/w/index.php?diff=630002220&oldid=627292249","0vecaqun",-6,"/* Broadcast and reception */"
"Aambal Poovu","http://en.wikipedia.org/w/index.php?diff=630002222&oldid=628669741","11nc69gv",1346,""
"Directive 2011/77/EU on the term of protection of copyright","http://en.wikipedia.org/w/index.php?diff=630002223&oldid=602127348","awbkichw",0,""
"Paul Paquet","http://en.wikipedia.org/w/index.php?diff=630002225&oldid=617101362","28guflt9",34,""
"Stanley Fish","http://en.wikipedia.org/w/index.php?diff=630002228&oldid=625321859","8ogccxj6",94,"/* Bibliography */"
"Mark Borthwick","http://en.wikipedia.org/w/index.php?diff=630002230&oldid=574378729","4vj4yllg",15,""
"List of Fairy Tail episodes","http://en.wikipedia.org/w/index.php?diff=630002231&oldid=630002130","172.19.243.80",0,"/* English */"
"Shunaid Qureshi","http://en.wikipedia.org/w/index.php?diff=630002232&oldid=630001788","dynv7yt8",-298,"rm unsourced personal info"
"Farheen","http://en.wikipedia.org/w/index.php?diff=630002233&oldid=625044112","172.19.4.79",31,"/* Partial Filmography */"
"Giselda Zani","http://en.wikipedia.org/w/index.php?diff=630002234&oldid=630002168","peh2thuc",32,"added [[Category:20th-century poets]] using [[WP:HC|HotCat]]"
"Frédéric Chopin","http://en.wikipedia.org/w/index.php?diff=630002235&oldid=630001779","fc0fwikn",6,"Reverted 1 edit by [[Special:Contributions/65.190.189.197|65.190.189.197]] ([[User talk:65.190.189.197|talk]]): Undoing unexplained content removal. ([[WP:TW|TW]])"
"Pizhala","http://en.wikipedia.org/w/index.php?diff=630002236&oldid=630002131","v16avkf3",1,"/* Culture */"
"2014 Hiroshima landslides","http://en.wikipedia.org/w/index.php?diff=630002237&oldid=629889262","wnq3ev43",275,""
"Mahika Sharma","http://en.wikipedia.org/w/index.php?diff=630002238&oldid=630001871","0b9s3apn",-79,"/* In the media */"
"Christie Hennessy","http://en.wikipedia.org/w/index.php?diff=630002239&oldid=622174232","172.25.97.191",-36,"Replaced/removed dead links. They were pointing to unsafe website."
"Kelis","http://en.wikipedia.org/w/index.php?diff=630002241&oldid=625345822","2663vlsh",75,""
"Woodstock en Beauce","http://en.wikipedia.org/w/index.php?diff=630002242&oldid=612898047","172.20.201.27",239,""
"Paraguay","http://en.wikipedia.org/w/index.php?diff=630002243&oldid=630001918","172.19.106.220",2,""
"Ideeli","http://en.wikipedia.org/w/index.php?diff=630002245&oldid=627573239","172.30.178.94",-127,""
"Giselda Zani","http://en.wikipedia.org/w/index.php?diff=630002247&oldid=630002234","peh2thuc",40,"added [[Category:20th-century women writers]] using [[WP:HC|HotCat]]"
"Cincinnati/Northern Kentucky International Airport","http://en.wikipedia.org/w/index.php?diff=630002250&oldid=630002092","nw0yvs93",0,"/* Top destinations */"
"Aambal Poovu","http://en.wikipedia.org/w/index.php?diff=630002251&oldid=630002222","11nc69gv",-10,"/* Cast */"
"List of Scott & Bailey episodes","http://en.wikipedia.org/w/index.php?diff=630002252&oldid=630001934","jjzmu9st",-112,"/* Series 4 (2014) */"
"Albania","http://en.wikipedia.org/w/index.php?diff=630002260&oldid=629891806","172.31.81.5",26,""
"South Australian state election, 2002","http://en.wikipedia.org/w/index.php?diff=630002261&oldid=630001497","wjpvrfbv",286,"/* Post-election Pendulum */"
"Directive 2011/77/EU on the term of protection of copyright","http://en.wikipedia.org/w/index.php?diff=630002262&oldid=630002223","awbkichw",0,""
"Janick Gers","http://en.wikipedia.org/w/index.php?diff=630002264&oldid=625365972","172.27.245.135",0,""
"2014 African Women's Championship","http://en.wikipedia.org/w/index.php?diff=630002265&oldid=630001272","o12vxqbz",14,"/* Group A */ ZAM vs CIV final result 1-1"
"Henry Hawkins, 1st Baron Brampton","http://en.wikipedia.org/w/index.php?diff=630002267&oldid=598725137","5fypxbea",255,"photo of grave and location added--~~~~"
"Newlywed","http://en.wikipedia.org/w/index.php?diff=630002269&oldid=630002197","lqidn26b",5,"/* In popular culture */ dab fix"
"Bolivarian diaspora","http://en.wikipedia.org/w/index.php?diff=630002270&oldid=629866711","3c5zb9mq",-26,"pov"
"Hugo Grotius","http://en.wikipedia.org/w/index.php?diff=630002272&oldid=630002161","x130tmzk",12,"[[Help:Cat-a-lot|Cat-a-lot]]: Moving from [[Category:Protestant philosophers]] to [[Category:Calvinist and Reformed philosophers]]"
"Sue Monroe","http://en.wikipedia.org/w/index.php?diff=630002274&oldid=630002067","172.23.153.237",40,""
"American Marram","http://en.wikipedia.org/w/index.php?diff=630002278&oldid=134624092","tdjgn88d",32,"R cat"
"Rahul Easwar","http://en.wikipedia.org/w/index.php?diff=630002279&oldid=629873695","zpa8g5ze",-53,"Removed unsourced info. Also this is not in agreement with the copyright information provided for the photo."
"2014–15 Celtic F.C. season","http://en.wikipedia.org/w/index.php?diff=630002280&oldid=629078851","172.18.172.155",62,"/* Scottish Premiership */"
"Association for Mormon Letters","http://en.wikipedia.org/w/index.php?diff=630002282&oldid=630001738","uq495lfy",341,"more ref fixes"
"Paul Brittain","http://en.wikipedia.org/w/index.php?diff=630002283&oldid=608860196","jercq7vo",39,"/* Film and TV credits */"
"Eli (name)","http://en.wikipedia.org/w/index.php?diff=630002286&oldid=622274685","172.23.230.76",46,"/* Fictional */"
"Christianity in Medieval Scotland","http://en.wikipedia.org/w/index.php?diff=630002288&oldid=621494834","1jgi49gq",-1,"/* Early Christianisation break up a long sentence"
"Merantau","http://en.wikipedia.org/w/index.php?diff=630002290&oldid=623685204","172.25.155.73",-128,"/* Plot */"
"Charles Dow","http://en.wikipedia.org/w/index.php?diff=630002294&oldid=615349806","172.25.149.95",0,"change link"
"Visham","http://en.wikipedia.org/w/index.php?diff=630002295&oldid=630002140","11nc69gv",7,""
"2015 AFC U-16 Women's Championship qualification","http://en.wikipedia.org/w/index.php?diff=630002297&oldid=629978913","83t6imka",531,"/* Group B */"
"Parashara","http://en.wikipedia.org/w/index.php?diff=630002299&oldid=628938504","oa1jgbbu",-84,""
"Spanish–American War","http://en.wikipedia.org/w/index.php?diff=630002300&oldid=630001861","172.29.77.156",-384,"Undid revision 630001861 by [[Special:Contributions/ClueBot NG|ClueBot NG]] ([[User talk:ClueBot NG|talk]]) not vandalism!"
"Uncanny Avengers","http://en.wikipedia.org/w/index.php?diff=630002301&oldid=629135829","172.24.144.163",51,""
"Emacs","http://en.wikipedia.org/w/index.php?diff=630002304&oldid=630001773","xfwglncq",-6,"/* GNU Emacs */"
"Robin Hood: Prince of Thieves","http://en.wikipedia.org/w/index.php?diff=630002306&oldid=629652031","172.17.162.40",-1,""
"Economic Problems of Socialism in the USSR","http://en.wikipedia.org/w/index.php?diff=630002309&oldid=626448940","0aufyss6",-22,"wikifying"
"Coulomb","http://en.wikipedia.org/w/index.php?diff=630002310&oldid=630000108","172.27.119.165",102,""
"AS Monaco FC in European football","http://en.wikipedia.org/w/index.php?diff=630002311&oldid=629999880","6e9mephv",982,"Added overall record references."
"NorthEast United FC","http://en.wikipedia.org/w/index.php?diff=630002312&oldid=630001880","s7zest5x",27,"/* Stadium */"
"Nuestra Belleza México 2014","http://en.wikipedia.org/w/index.php?diff=630002314&oldid=630002217","172.27.23.142",7,"/* Placements Nuestra Belleza México */"
"Bovey Formation","http://en.wikipedia.org/w/index.php?diff=630002315&oldid=617002389","2xv2c5h0",-19,"Fixed punctuation issues, as well as eliminated editorializing and extra words"
"Athletic Bilbao","http://en.wikipedia.org/w/index.php?diff=630002316&oldid=630002120","fjd43d76",-5,""
"Rava-Ruska","http://en.wikipedia.org/w/index.php?diff=630002318&oldid=630002079","jr5okms8",-27,"update"
"Aambal Poovu","http://en.wikipedia.org/w/index.php?diff=630002321&oldid=630002251","11nc69gv",7,""
"1963 in Turkey","http://en.wikipedia.org/w/index.php?diff=630002322&oldid=627438736","211wq511",40,"See also section"
"Hell in a Cell (2014)","http://en.wikipedia.org/w/index.php?diff=630002324&oldid=630002087","172.16.171.29",171,"/* Background */"
"2014 Israel–Gaza conflict","http://en.wikipedia.org/w/index.php?diff=630002326&oldid=630002101","3xmdgbw7",37,"/* Human shields */ citation needed"
"Googie architecture","http://en.wikipedia.org/w/index.php?diff=630002327&oldid=630002134","ccdbtpwc",-9,"/* Wildwood, New Jersey */ no, ""Doo Wop"" is not one of the sub-styles: it is the name used for all styles, replacing Googie in New Jersey"
"Muhammad Ali Jinnah","http://en.wikipedia.org/w/index.php?diff=630002328&oldid=630002189","xihirc3j",44,""
"Mi corazón es tuyo","http://en.wikipedia.org/w/index.php?diff=630002329&oldid=629908867","zaflxqvj",0,"/* top */"
"2014 Minnesota Twins season","http://en.wikipedia.org/w/index.php?diff=630002331&oldid=627568248","77dzmx0e",129,"/* Game log */"
"October","http://en.wikipedia.org/w/index.php?diff=630002336&oldid=629794867","172.20.115.132",55,"/* Month-long observances */"
"Rennes Metro","http://en.wikipedia.org/w/index.php?diff=630002338&oldid=618630756","172.16.162.215",20,""
"Eli (name)","http://en.wikipedia.org/w/index.php?diff=630002340&oldid=630002286","172.17.212.84",1,"/* Fictional */"
"Anurag Kashyap","http://en.wikipedia.org/w/index.php?diff=630002341&oldid=630002142","wzghm27l",6,""
"Lady's Workbox, 1808","http://en.wikipedia.org/w/index.php?diff=630002342&oldid=630002005","ncnu027c",9,"/* The marquetry */ disamb"
"Ideeli","http://en.wikipedia.org/w/index.php?diff=630002343&oldid=630002245","172.31.168.251",41,""
"South Australian state election, 1997","http://en.wikipedia.org/w/index.php?diff=630002353&oldid=630001520","wjpvrfbv",286,"/* Post-election Pendulum */"
"Wisconsin elections, 2014","http://en.wikipedia.org/w/index.php?diff=630002354&oldid=629742653","bzn2ouhc",6,""
"Canox","http://en.wikipedia.org/w/index.php?diff=630002355&oldid=629596322","vdwndc5x",0,""
"List of watermills","http://en.wikipedia.org/w/index.php?diff=630002357&oldid=629924919","qe9lags6",100,"Filled in 1 reference(s) with [[User:Zhaofeng Li/Reflinks]]"
"Malaysian Army","http://en.wikipedia.org/w/index.php?diff=630002358&oldid=630001908","172.31.142.57",0,"/* Infantry Weapons */"
"Timeline of Paris","http://en.wikipedia.org/w/index.php?diff=630002359&oldid=630002209","bg18gysr",9,"/* 15th century - the Burgundians and English in Paris */"
"Wisconsin gubernatorial election, 2014","http://en.wikipedia.org/w/index.php?diff=630002361&oldid=629912570","bzn2ouhc",6,"/* Polling */"
"Mario Martínez (baseball)","http://en.wikipedia.org/w/index.php?diff=630002362&oldid=582235909","lztz28fq",-16,"Copyedited one sentence using [[Project:AWB|AWB]]"
"Sigma 50mm f/1.4 DG HSM A lens","http://en.wikipedia.org/w/index.php?diff=630002363&oldid=625992300","znsf988t",880,"Adding brief section about most common reason for the returns. Additional references and links to sources will be included shortly."
"Juan Manuel Lobato Lobato","http://en.wikipedia.org/w/index.php?diff=630002364&oldid=625223619","nnvm6b77",472,"Moved to Arroyo. Also, +1 link."
"English translations of Homer","http://en.wikipedia.org/w/index.php?diff=630002365&oldid=630002208","2i8orpoj",100,"/* Early middle 20th century (c. 1925 – c. 1950) */"
"List of Scott & Bailey episodes","http://en.wikipedia.org/w/index.php?diff=630002367&oldid=630002252","jjzmu9st",31,"/* Series 4 (2014) */"
"Moule & Polyzoides","http://en.wikipedia.org/w/index.php?diff=630002369&oldid=630002072","172.27.228.63",-4,"/* Notable Staff */"
"Butterfly effect","http://en.wikipedia.org/w/index.php?diff=630002372&oldid=630002096","p3u8aic8",2,"/* top */ bolding term that redirects here, ce"
"Twelve Oaks","http://en.wikipedia.org/w/index.php?diff=630002373&oldid=625853782","172.30.177.222",1,"/* Scarlet O'Hara */"
"Chickasaw National Recreation Area","http://en.wikipedia.org/w/index.php?diff=630002374&oldid=624762268","172.29.87.132",-2,"/* Platt National Park */ Corrected O.H. Platt's Senate representation from Massachusetts to Connecticut."
"Ashley Roberts","http://en.wikipedia.org/w/index.php?diff=630002376&oldid=629737836","172.18.30.162",32,""
"Ezekiel (comics)","http://en.wikipedia.org/w/index.php?diff=630002377&oldid=621547982","172.30.157.127",184,""
"Munich","http://en.wikipedia.org/w/index.php?diff=630002380&oldid=629181118","tou2uin6",669,"/* Climate */"
"Zombie Apocalypse (Death Metal Band)","http://en.wikipedia.org/w/index.php?diff=630002383&oldid=630002313","b1xgv071",0,""
"Firefly Space Systems","http://en.wikipedia.org/w/index.php?diff=630002384&oldid=629937742","736mb8hf",-231,"/* top */ cite in lede refer to source used in History section"
"2014–15 Lombard-Pápa TFC season","http://en.wikipedia.org/w/index.php?diff=630002385&oldid=630001617","tk6ldtzi",626,"/* League Cup */"
"Betty Friedan","http://en.wikipedia.org/w/index.php?diff=630002387&oldid=629394539","172.24.200.38",31,""
"Grazia (India)","http://en.wikipedia.org/w/index.php?diff=630002388&oldid=630002115","0iime718",-68,"remove copyright content copied from http://www.worldwidemedia.in/grazia/grazia_launch.html"
"Ryan Seymour","http://en.wikipedia.org/w/index.php?diff=630002389&oldid=629767395","172.23.157.129",-1,""
"List of PlayStation 4 games","http://en.wikipedia.org/w/index.php?diff=630002393&oldid=629818676","172.30.188.124",19,""
"Simeon Saxe-Coburg-Gotha","http://en.wikipedia.org/w/index.php?diff=630002394&oldid=624200453","n1hiihyy",6,""
