casename,Lot,Wafer,Outcome,FailureCode,SNSR1_C1,SNSR1_C2,SNSR1_C3,SNSR1_C4,SNSR1_C5,SNSR1_C6,SNSR1_C7,SNSR1_C8,SNSR1_C9,SNSR1_C10,SNSR1_C11,SNSR1_C12,SNSR1_C13,SNSR1_C14,SNSR1_C15,SNSR2_C1,SNSR2_C2,SNSR2_C3,SNSR2_C4,SNSR2_C5,SNSR2_C6,SNSR2_C7,SNSR2_C8,SNSR2_C9,SNSR2_C10,SNSR2_C11,SNSR2_C12,SNSR2_C13,SNSR2_C14,SNSR2_C15,SNSR3_C1,SNSR3_C2,SNSR3_C3,SNSR3_C4,SNSR3_C5,SNSR3_C6,SNSR3_C7,SNSR3_C8,SNSR3_C9,SNSR3_C10,SNSR3_C11,SNSR3_C12,SNSR3_C13,SNSR3_C14,SNSR3_C15,SNSR4_C1,SNSR4_C2,SNSR4_C3,SNSR4_C4,SNSR4_C5,SNSR4_C6,SNSR4_C7,SNSR4_C8,SNSR4_C9,SNSR4_C10,SNSR4_C11,SNSR4_C12,SNSR4_C13,SNSR4_C14,SNSR4_C15,SNSR5_C1,SNSR5_C2,SNSR5_C3,SNSR5_C4,SNSR5_C5,SNSR5_C6,SNSR5_C7,SNSR5_C8,SNSR5_C9,SNSR5_C10,SNSR5_C11,SNSR5_C12,SNSR5_C13,SNSR5_C14,SNSR5_C15,SNSR6_C1,SNSR6_C2,SNSR6_C3,SNSR6_C4,SNSR6_C5,SNSR6_C6,SNSR6_C7,SNSR6_C8,SNSR6_C9,SNSR6_C10,SNSR6_C11,SNSR6_C12,SNSR6_C13,SNSR6_C14,SNSR6_C15
257,B#3293,W#26,0,normal,-6,603,603,603,553,551,551,552,551,552,551,550,550,550,-5,-18,63,-46,-18,67,-8,-44,-44,-44,-44,-44,-44,-45,-45,-19,2099,2438,2400,2397,1386,1392,1395,1392,1392,1392,1395,1395,1395,1398,970,1,2047,2047,2047,1048,1269,1300,1312,1322,1327,1325,1310,1163,1159,3,-11,998,806,433,708,1047,1042,1018,1008,998,993,986,1000,994,-9,0,0,-28,0,0,-88,-98,-100,-102,-102,-102,-91,-90,-89,0
258,B#3294,W#01,0,normal,-5,604,603,604,-4,555,551,552,552,551,551,550,550,550,20,-14,707,-43,-14,-13,123,-42,-41,-41,-40,-41,-42,-43,-43,-15,2173,2416,2400,2397,1315,1395,1395,1395,1392,1392,1395,1392,1392,1395,1392,1,2047,2047,2047,1,1197,1213,1236,1250,1261,1263,1262,1124,1100,161,-11,966,855,450,-11,898,918,916,910,901,901,919,922,913,120,0,0,-26,0,0,0,-80,-83,-85,-86,-85,-80,-77,-77,0
259,B#3294,W#02,0,normal,-5,-5,612,603,-5,551,550,551,551,551,551,551,551,550,-3,-16,-15,809,-15,-15,124,-42,-42,-42,-42,-43,-42,-43,-44,-16,32,2349,2442,2403,1011,1389,1389,1392,1392,1395,1395,1392,1392,1392,1370,1,1,2047,2047,1,1194,1212,1231,1250,1263,1268,1267,1134,1106,19,-11,-11,1062,540,-11,855,901,903,903,903,908,921,925,918,4,0,0,-1,0,0,0,-77,-81,-83,-84,-84,-79,-76,-76,0
260,B#3294,W#03,0,normal,-5,-5,609,603,-5,557,550,552,551,551,551,551,551,551,551,-16,-16,68,-16,-16,309,-43,-42,-43,-44,-44,-44,-45,-45,-17,42,2394,2451,2400,1181,1389,1392,1392,1392,1392,1392,1395,1392,1392,1392,1,1,2047,2047,1,1193,1211,1233,1249,1260,1264,1264,1121,1103,1101,-11,-11,1058,513,-11,863,903,907,902,903,907,922,922,918,915,0,0,0,1,0,44,-76,-80,-82,-84,-84,-78,-76,-76,0
261,B#3294,W#04,0,normal,-5,-5,605,603,-5,543,554,551,551,552,551,551,551,551,19,-17,-17,505,-16,-16,122,30,-44,-44,-44,-45,-45,-45,-46,-17,70,2314,2458,2400,419,1389,1395,1392,1392,1392,1392,1395,1395,1392,1389,1,1,2047,2047,1,854,1204,1224,1248,1258,1264,1262,1149,1101,161,-11,-11,1020,668,-11,603,895,903,903,902,903,911,919,914,120,-1,0,0,0,0,1,-60,-79,-82,-84,-84,-79,-76,-76,0
262,B#3295,W#01,1,Oxide dummy,-5,601,603,-5,534,550,551,551,552,551,552,551,551,551,-4,-16,17,-16,-16,406,-42,-42,-42,-42,-42,-41,-41,-42,-42,-17,2384,2454,2400,787,1389,1389,1392,1395,1395,1398,1395,1395,1395,1392,976,1,2047,2047,1,1131,1173,1176,1178,1178,1179,1181,1182,1182,1184,3,-11,842,529,-11,958,995,992,989,988,985,985,985,985,987,-9,0,0,0,0,57,-77,-83,-86,-88,-89,-90,-90,-90,-90,0
263,B#3295,W#02,1,Oxide dummy,-5,-5,605,604,-5,551,552,552,552,551,551,551,551,551,-3,-17,-17,-17,-16,-16,49,-41,-43,-42,-43,-43,-44,-44,-44,-17,32,2397,2480,2406,1360,1392,1392,1392,1392,1392,1392,1389,1389,1389,1360,1,1,2047,2047,1,1167,1176,1181,1181,1182,1186,1187,1188,1189,20,-11,-11,953,600,-11,977,981,984,981,981,984,984,984,984,5,0,0,-1,0,0,0,-82,-90,-94,-95,-96,-96,-96,-95,0
264,B#3295,W#03,1,Poly no resist,-5,-5,604,603,-5,560,552,551,552,550,551,550,550,550,20,-17,-17,-40,-18,-18,118,-40,-43,-43,-43,-44,-44,-44,-44,-18,51,2438,2477,2400,1290,1392,1395,1398,1395,1395,1395,1395,1395,1392,1389,1,1,2047,2047,1,1300,1342,1369,1377,1384,1386,1385,1188,1184,179,-11,-11,799,453,-11,1017,1046,1053,1059,1069,1078,1088,1080,1047,142,0,0,-29,0,0,0,-97,-101,-103,-104,-104,-93,-90,-91,0
265,B#3295,W#04,1,Resist no poly,-5,-5,608,604,-5,552,551,551,551,552,551,551,551,551,-4,-17,-18,83,-18,-18,396,-42,-45,-44,-44,-44,-44,-45,-45,-18,29,2394,2442,2400,1341,1395,1392,1392,1392,1392,1392,1392,1395,1395,986,1,1,2047,2047,1,1092,1097,1102,1107,1111,1113,1114,1114,1116,3,-11,-11,1014,581,-11,876,886,895,896,897,900,901,901,902,-9,0,0,-38,0,0,52,-68,-70,-69,-68,-68,-68,-68,-68,0
266,B#3295,W#06,1,Double etched,-5,605,603,603,-6,554,551,551,551,551,551,551,552,550,-3,-18,82,-46,-18,-19,65,-43,-45,-45,-45,-45,-45,-44,-44,-18,51,2464,2403,2403,1386,1392,1395,1392,1392,1395,1392,1392,1392,1392,1366,1,2047,2047,2047,1,1167,1168,1168,1158,1157,1158,1160,1161,1158,19,-11,1126,1152,763,-11,981,976,976,965,966,969,972,975,974,5,0,0,-37,0,0,0,-84,-88,-90,-91,-91,-91,-90,-90,0
267,B#3295,W#07,1,Nitride,-5,-5,603,603,-6,549,551,552,551,552,551,551,551,551,-3,-18,-18,50,-19,-19,52,-45,-45,-45,-45,-45,-46,-46,-46,-18,38,2320,2474,2400,1197,1392,1395,1392,1395,1392,1395,1395,1392,1392,1366,1,1,2047,2047,1,1136,1140,1143,1144,1147,1147,1149,1150,1150,19,-11,-11,869,502,-11,889,904,915,921,926,928,930,930,929,4,0,0,0,0,0,-1,-73,-76,-77,-78,-79,-79,-79,-80,0
268,B#3295,W#08,1,Oxide dummy,-5,-5,607,603,-5,551,551,551,552,550,551,551,551,552,-5,-18,-18,15,-18,-19,-17,-45,-45,-44,-45,-44,-44,-44,-45,-19,32,2259,2451,2400,1043,1389,1392,1395,1395,1395,1398,1398,1395,1392,490,1,1,2047,2047,1,1170,1179,1181,1182,1182,1183,1184,1186,1186,1,-11,-11,1173,751,-11,984,988,984,984,981,981,981,982,982,-11,0,0,0,0,0,0,-84,-91,-93,-94,-94,-94,-94,-95,0
269,B#3296,W#01,0,normal,-5,592,604,-5,-5,549,551,551,551,551,551,551,551,551,-5,-18,-18,-45,-17,-16,18,-40,-43,-43,-42,-43,-43,-45,-18,-18,2061,2470,2400,253,1382,1389,1392,1392,1392,1392,1392,1392,1392,1392,410,1,2047,2047,1,1,1240,1269,1292,1306,1313,1315,1280,1132,1126,1,-11,700,514,-11,-11,910,917,925,930,934,936,962,957,943,-11,0,0,-27,0,0,-63,-88,-88,-90,-90,-90,-81,-80,0,0
270,B#3296,W#02,0,normal,-5,556,604,604,-5,556,552,552,551,551,551,551,551,551,19,-18,604,-14,-17,-17,331,-42,-43,-44,-44,-44,-43,-45,-44,-18,54,2394,2442,2400,1328,1389,1392,1395,1392,1395,1395,1395,1395,1392,1389,1,622,2047,2047,1,1232,1252,1275,1296,1305,1311,1309,1142,1115,161,-11,141,982,489,-11,929,955,952,948,948,952,954,954,934,121,0,0,-32,0,0,46,-88,-92,-92,-93,-93,-84,-81,-82,0
271,B#3296,W#03,0,normal,-5,-6,605,603,-6,557,551,551,551,551,551,551,551,551,19,-19,-18,12,-19,-19,314,-43,-44,-44,-45,-44,-44,-45,-45,-18,32,2346,2448,2400,806,1389,1392,1392,1392,1398,1395,1392,1395,1392,1389,1,1,2047,2047,1,1229,1246,1279,1295,1304,1311,1310,1155,1116,161,-11,-11,996,534,-11,918,956,951,949,945,951,958,960,934,121,0,0,-1,0,0,46,-87,-91,-91,-92,-92,-85,-80,-82,0
272,B#3296,W#04,0,normal,-5,-5,606,603,-5,556,551,552,551,551,551,551,550,550,19,-18,-18,30,-18,-18,312,-44,-43,-43,-43,-43,-42,-44,-44,-18,70,2384,2448,2403,1114,1389,1392,1395,1392,1395,1392,1392,1392,1392,1389,1,1,2047,2047,1,1218,1234,1268,1289,1305,1309,1309,1146,1112,161,-11,-11,999,531,-11,898,949,945,945,944,947,948,944,928,121,0,0,0,1,0,44,-86,-91,-92,-92,-93,-86,-82,-82,0
273,B#3296,W#05,0,normal,-5,-5,605,604,-5,557,551,551,551,551,551,551,550,551,-3,-18,-18,10,-18,-18,95,-43,-44,-44,-44,-44,-44,-45,-45,-18,70,2346,2470,2403,790,1389,1392,1395,1395,1392,1395,1395,1398,1395,1357,1,1,2047,2047,1,1220,1248,1270,1294,1309,1311,1312,1131,1121,19,-11,-11,996,560,-11,927,956,950,947,953,954,964,957,938,4,0,0,0,0,0,0,-88,-92,-92,-93,-93,-81,-80,-80,0
274,B#3296,W#06,0,normal,-5,-6,605,603,-6,553,552,551,552,551,551,551,550,550,550,-18,-18,51,-19,-19,65,-42,-44,-43,-44,-44,-44,-46,-46,-19,51,2397,2467,2403,1302,1392,1392,1392,1392,1392,1389,1392,1395,1392,1392,1,1,2047,2047,1,1213,1243,1273,1289,1305,1311,1304,1136,1111,1111,-11,-11,1001,490,-11,936,953,946,946,947,953,953,955,929,927,0,0,-34,0,0,0,-89,-92,-93,-93,-93,-84,-81,-80,0
275,B#3296,W#07,0,normal,-6,-5,605,604,-5,552,551,551,551,551,551,550,550,550,-3,-19,-18,500,-19,-19,327,-43,-45,-45,-45,-46,-45,-46,-46,-19,38,2346,2432,2403,1187,1392,1395,1395,1395,1392,1392,1392,1392,1395,1376,1,1,2047,2047,1,1207,1236,1260,1284,1300,1304,1299,1148,1109,19,-11,-11,988,556,-11,900,944,941,939,940,940,940,944,924,4,0,0,-1,0,0,46,-86,-92,-92,-93,-93,-86,-82,-82,0
276,B#3296,W#08,0,normal,-6,605,603,603,-5,550,552,551,551,552,551,550,550,550,550,-19,56,-36,-19,-19,62,-41,-45,-44,-45,-45,-44,-46,-46,-19,51,2467,2432,2400,1341,1392,1389,1392,1392,1395,1395,1395,1395,1392,1392,1,2047,2047,2047,1,1216,1245,1271,1291,1300,1301,1300,1131,1111,1111,-11,826,975,475,-11,938,948,941,941,940,941,951,950,926,926,0,0,-32,0,0,-1,-89,-92,-92,-92,-92,-83,-81,-82,0
277,B#3296,W#09,0,normal,-6,-6,605,604,-6,558,552,552,551,552,551,550,550,550,-5,-19,-19,576,-19,-19,299,-43,-45,-44,-44,-44,-44,-45,-46,-19,32,2349,2432,2400,1171,1392,1392,1392,1392,1392,1392,1395,1395,1395,614,1,1,2047,2047,1,1206,1240,1265,1287,1309,1308,1299,1141,1117,1,-11,-11,986,549,-11,917,951,943,942,950,948,952,952,932,-11,0,0,-1,0,0,44,-88,-92,-93,-93,-93,-84,-80,-80,0
278,B#3296,W#10,0,normal,-5,-6,605,603,-6,555,551,551,551,551,550,550,550,550,-4,-19,-19,1024,-19,-19,123,-44,-45,-45,-44,-44,-45,-45,-46,-19,32,2330,2448,2403,1027,1392,1392,1392,1389,1392,1392,1395,1392,1395,992,1,1,2047,2047,1,1208,1243,1269,1296,1302,1307,1305,1148,1117,3,-11,-11,978,552,-11,909,956,952,951,951,948,954,958,933,-9,0,0,-1,0,0,2,-87,-92,-93,-93,-93,-84,-80,-80,0
279,B#3296,W#11,0,normal,-5,-6,606,604,-6,558,551,552,551,551,551,552,550,550,-3,-19,-19,34,-19,-19,303,-44,-45,-45,-45,-45,-44,-46,-46,-19,32,2400,2438,2403,1248,1389,1392,1392,1389,1392,1392,1395,1398,1395,1366,1,1,2047,2047,1,1206,1241,1265,1295,1308,1309,1307,1125,1110,19,-10,-11,998,493,-11,924,946,943,946,948,946,946,944,925,4,0,0,0,1,0,43,-89,-94,-94,-94,-94,-83,-80,-82,0
280,B#3296,W#12,0,normal,-5,-6,605,603,-5,556,550,552,551,551,552,550,550,550,-3,-19,-19,566,-18,-19,321,-44,-46,-45,-45,-44,-45,-46,-46,-19,38,2333,2445,2400,1146,1389,1395,1395,1392,1392,1389,1392,1392,1392,1363,1,1,2047,2047,1,1213,1240,1272,1296,1313,1317,1312,1145,1118,19,-11,-11,992,559,-11,918,952,946,950,954,957,956,954,933,4,0,0,0,0,0,46,-88,-92,-94,-94,-94,-84,-80,-80,0
281,B#3296,W#14,0,normal,-5,603,603,603,-6,552,552,552,551,551,551,551,550,550,19,-19,50,-46,-19,-19,63,-42,-44,-44,-44,-44,-44,-46,-45,-19,51,2467,2419,2397,1341,1392,1395,1395,1392,1395,1392,1395,1395,1395,1392,1,2047,2047,2047,1,1217,1249,1272,1293,1304,1308,1305,1132,1120,160,-11,849,1011,474,-11,944,952,947,946,947,949,955,952,934,121,0,0,-30,1,0,0,-90,-93,-93,-93,-93,-82,-80,-80,0
282,B#3296,W#15,0,normal,-6,603,603,603,-6,550,551,551,551,551,551,551,551,552,19,-19,52,-34,-19,-19,60,-43,-45,-45,-45,-45,-44,-45,-46,-19,32,2464,2426,2400,1341,1392,1392,1392,1392,1395,1392,1398,1395,1395,1392,1,2047,2047,2047,1,1212,1243,1272,1295,1309,1315,1308,1130,1115,163,-11,825,970,473,-11,935,947,940,943,947,952,950,951,929,122,0,0,-30,0,0,0,-90,-93,-94,-94,-94,-83,-81,-80,0
283,B#3296,W#16,0,normal,-5,-5,605,603,-5,556,552,552,551,551,550,550,550,550,-4,-19,-19,24,-19,-19,348,-43,-44,-44,-44,-45,-44,-45,-45,-19,29,2365,2445,2403,1290,1392,1392,1395,1395,1392,1392,1395,1392,1392,979,1,1,2047,2047,1,1209,1241,1271,1295,1308,1311,1311,1142,1112,3,-11,-11,997,492,-11,925,946,943,946,948,950,951,949,925,-9,0,0,0,0,0,47,-88,-91,-91,-92,-92,-84,-81,-81,0
284,B#3296,W#18,0,normal,-5,-6,605,604,-5,554,551,551,551,551,551,551,551,551,-5,-19,-19,43,-19,-19,302,-44,-45,-45,-45,-45,-45,-46,-46,-19,32,2365,2451,2400,1277,1389,1392,1392,1395,1395,1395,1395,1395,1395,986,1,1,2047,2047,1,1216,1250,1273,1292,1308,1313,1313,1144,1111,3,-11,-11,1008,502,-11,927,957,950,945,947,951,956,956,925,-9,0,0,-1,0,0,45,-88,-92,-92,-92,-93,-84,-81,-82,0
285,B#3296,W#19,0,normal,-5,-5,605,603,-6,556,551,552,551,551,552,550,550,550,-3,-19,-19,33,-19,-19,348,-44,-44,-44,-45,-45,-43,-46,-46,-19,51,2371,2454,2400,1306,1389,1395,1392,1392,1392,1395,1395,1392,1395,1373,1,1,2047,2047,1,1210,1240,1271,1290,1306,1308,1304,1147,1112,19,-11,-11,1015,537,-11,914,950,942,941,942,942,945,948,925,4,0,0,-1,0,0,47,-88,-92,-92,-93,-93,-86,-82,-81,0
286,B#3296,W#22,0,normal,-5,605,603,603,-6,550,552,551,551,551,552,551,550,550,550,-19,55,-40,-19,-19,60,-42,-43,-45,-45,-45,-42,-46,-46,-19,32,2474,2435,2400,1344,1389,1398,1398,1395,1395,1392,1395,1392,1392,1392,1,2047,2047,2047,1,1217,1240,1269,1288,1307,1308,1303,1141,1112,1109,-11,833,988,469,-11,938,943,936,936,943,942,946,951,925,921,0,0,-29,0,0,-1,-89,-91,-92,-92,-92,-86,-82,-81,0
287,B#3296,W#23,0,normal,-6,-6,604,604,-5,553,551,551,551,551,552,550,550,550,-5,-18,-19,479,-19,-19,123,-42,-44,-44,-44,-45,-44,-46,-46,-19,38,2358,2442,2400,1197,1389,1389,1392,1392,1395,1392,1395,1395,1392,982,1,1,2047,2047,1,1205,1239,1266,1289,1303,1312,1310,1144,1113,3,-11,-11,971,517,-11,901,944,940,939,941,946,946,948,926,-9,0,0,0,0,0,3,-86,-92,-92,-92,-93,-85,-82,-81,0
288,B#3296,W#24,0,normal,-6,-6,606,603,-6,556,551,551,551,551,552,550,550,550,-3,-19,-19,45,-19,-19,298,-44,-44,-44,-45,-44,-45,-46,-46,-19,70,2368,2448,2403,1283,1389,1392,1392,1392,1392,1392,1392,1392,1392,1373,1,1,2047,2047,1,1211,1248,1273,1292,1305,1308,1305,1156,1117,18,-11,-11,1021,504,-11,928,954,947,948,944,946,957,959,933,4,0,-1,0,0,0,46,-88,-91,-92,-92,-92,-85,-81,-82,0
289,B#3297,W#02,0,normal,-5,-5,605,603,-5,554,550,552,552,551,551,551,550,551,-4,-17,-18,21,-17,-17,71,-41,-40,-40,-41,-41,-40,-42,-42,-18,74,2400,2448,2400,1386,1392,1395,1392,1395,1392,1395,1395,1392,1392,979,1,1,2047,2047,1,1267,1296,1308,1317,1325,1325,1321,1166,1160,4,-11,-11,1037,476,-11,1019,1017,999,991,989,992,1015,1013,1000,-9,0,0,-34,0,0,-1,-96,-99,-100,-101,-101,-92,-90,-90,0
290,B#3297,W#03,0,normal,-5,-6,605,603,-6,553,551,552,551,550,550,550,550,550,550,-18,-18,13,-18,-18,293,-41,-40,-40,-41,-41,-42,-41,-42,-18,656,2387,2442,2397,1334,1392,1392,1392,1392,1392,1389,1392,1392,1395,1389,1,1,2047,2047,1,1259,1290,1305,1315,1325,1328,1326,1169,1161,1161,-11,-11,1023,504,-11,1023,1029,1006,995,992,996,1018,1014,1002,997,0,0,-1,0,0,47,-95,-98,-99,-100,-101,-92,-89,-89,0
291,B#3297,W#04,0,normal,-5,-5,605,604,-5,557,551,552,551,551,552,550,550,550,19,-18,-18,44,-18,-18,292,-41,-41,-40,-41,-41,-41,-41,-42,-18,32,2394,2451,2397,1370,1389,1392,1392,1389,1395,1395,1392,1395,1395,1389,1,1,2047,2047,1,1265,1292,1306,1317,1322,1324,1319,1161,1156,167,-11,-11,1026,470,-11,1031,1028,1004,993,989,990,1017,1009,995,130,0,0,-35,0,0,46,-95,-97,-99,-100,-100,-89,-88,-88,0
292,B#3297,W#08,0,normal,-5,-6,605,603,-5,556,550,551,551,551,551,551,550,551,20,-19,-19,17,-19,-18,296,-44,-43,-44,-43,-43,-44,-44,-44,-19,70,2378,2442,2403,1315,1392,1392,1395,1392,1392,1392,1392,1392,1392,1392,1,1,2047,2047,1,1255,1287,1304,1315,1324,1327,1326,1173,1159,172,-11,-11,1023,504,-11,1023,1032,1007,996,993,997,1021,1017,1004,135,0,0,0,0,0,46,-95,-98,-100,-100,-101,-93,-90,-90,0
293,B#3297,W#09,0,normal,-6,-6,605,604,-5,554,551,551,551,552,551,550,550,550,19,-19,-19,14,-19,-18,324,-43,-42,-42,-42,-43,-42,-43,-43,-18,70,2374,2451,2400,1350,1392,1389,1392,1392,1392,1392,1392,1395,1395,1389,1,1,2047,2047,1,1260,1289,1303,1319,1327,1327,1323,1161,1159,169,-11,-11,1017,507,-11,1033,1036,1002,996,996,998,1017,1012,1002,132,0,0,-1,0,0,48,-96,-98,-99,-101,-101,-90,-89,-89,0
294,B#3297,W#10,0,normal,-5,-6,606,603,-5,550,551,551,551,552,550,550,549,549,549,-18,-18,448,-18,-18,160,-42,-42,-42,-42,-42,-43,-44,-46,-19,653,2371,2454,2400,1315,1392,1395,1392,1392,1395,1395,1395,1395,1392,1389,1,1,2047,2047,1,1249,1280,1297,1309,1313,1315,1312,1168,1154,1153,-11,-11,990,509,-11,1019,1026,1001,989,987,985,1016,1012,998,994,0,0,-1,0,0,10,-94,-96,-98,-99,-99,-91,-88,-88,0
295,B#3297,W#14,0,normal,-5,604,604,602,-5,556,551,551,551,552,551,551,551,551,-5,-19,51,-45,-19,-19,88,-42,-44,-44,-43,-44,-44,-45,-44,-19,32,2464,2403,2403,1389,1392,1392,1392,1392,1392,1392,1392,1392,1392,979,1,2047,2047,2047,1,1263,1286,1305,1317,1324,1324,1321,1164,1160,3,-11,1000,914,452,-11,1035,1032,1001,998,996,996,1022,1020,1007,-9,0,0,-34,0,0,0,-96,-98,-100,-101,-101,-92,-90,-90,0
296,B#3297,W#15,0,normal,-6,605,603,603,-5,556,551,552,551,551,551,551,551,551,19,-19,41,-47,-19,-19,74,-44,-44,-44,-44,-44,-43,-45,-45,-19,38,2451,2406,2394,1386,1392,1392,1395,1392,1395,1395,1392,1392,1392,1389,1,2047,2047,2047,1,1272,1294,1304,1316,1322,1324,1313,1166,1164,168,-11,1007,883,439,-11,1041,1035,1007,998,997,1004,1030,1026,1012,132,-1,0,-33,0,0,-50,-97,-99,-100,-101,-101,-91,-90,-90,0
297,B#3297,W#16,0,normal,-5,-6,605,603,-6,551,550,551,552,551,552,551,550,550,550,-19,-19,600,-19,-19,143,-45,-46,-45,-45,-45,-45,-45,-45,-19,656,2384,2477,2403,1299,1389,1392,1395,1395,1395,1392,1392,1392,1392,1392,1,1,2047,2047,1,1255,1284,1303,1313,1326,1328,1323,1196,1163,1164,-11,-12,981,498,-11,1028,1041,1015,1005,1002,1001,1032,1031,1012,1008,0,0,-1,0,0,8,-95,-98,-100,-100,-101,-95,-90,-90,0
298,B#3297,W#17,0,normal,-6,-6,604,603,-5,550,551,551,551,551,551,551,550,551,550,-19,-19,450,-19,-19,161,-44,-45,-44,-44,-44,-44,-46,-46,-19,467,2394,2435,2400,1309,1389,1389,1392,1398,1395,1398,1395,1395,1392,1392,1,1,2047,2047,1,1253,1286,1302,1311,1317,1318,1317,1165,1159,1156,-11,-11,986,501,-11,1028,1037,1013,996,994,994,1025,1020,1006,999,0,0,0,0,0,10,-94,-97,-98,-99,-99,-90,-88,-89,0
299,B#3297,W#18,0,normal,-6,603,604,603,-5,556,552,551,551,552,551,550,550,550,550,-19,37,-46,-19,-18,92,-44,-44,-44,-44,-45,-44,-46,-46,-19,70,2438,2413,2400,1386,1392,1392,1392,1392,1392,1392,1395,1395,1395,1395,1,2047,2047,2047,1,1268,1292,1305,1316,1324,1326,1322,1165,1160,1161,-11,850,1018,453,-11,1043,1041,1008,1000,997,1001,1024,1021,1006,1004,0,0,-33,0,0,-1,-97,-99,-100,-100,-101,-91,-90,-90,0
300,B#3297,W#20,0,normal,-6,-6,605,603,-5,555,550,551,551,551,551,551,550,551,19,-19,-19,411,-19,-19,123,-44,-44,-43,-44,-44,-44,-45,-45,-19,38,2349,2454,2406,1331,1392,1392,1392,1398,1395,1398,1395,1392,1392,1389,1,1,2047,2047,1,1252,1290,1305,1319,1322,1325,1324,1171,1162,170,-11,-12,977,524,-11,1030,1038,1016,1003,1001,999,1024,1024,1009,133,0,0,0,0,-1,3,-95,-99,-100,-101,-101,-92,-90,-90,0
301,B#3297,W#21,0,normal,-5,-6,605,603,-6,552,551,551,551,552,551,551,551,551,551,-19,-19,597,-19,-19,158,-44,-44,-44,-44,-44,-44,-45,-45,-19,51,2387,2448,2403,1334,1392,1392,1392,1392,1398,1395,1395,1395,1395,1389,1,1,2047,2047,1,1256,1287,1304,1315,1319,1322,1321,1169,1158,1157,-11,-11,1022,508,-11,1029,1035,1012,1002,997,996,1020,1018,1005,1000,0,0,0,0,0,9,-96,-98,-100,-100,-100,-92,-89,-89,0
302,B#3297,W#22,0,normal,-6,-6,605,604,-5,556,550,551,551,552,551,550,550,551,550,-19,-19,26,-19,-18,302,-45,-44,-44,-44,-45,-45,-46,-46,-19,70,2394,2442,2403,1347,1386,1392,1395,1392,1392,1395,1395,1395,1395,1395,1,1,2047,2047,1,1263,1289,1303,1317,1322,1322,1319,1171,1162,1160,-11,-11,1024,488,-11,1042,1044,1013,1004,1000,1000,1036,1028,1011,1005,0,0,-1,0,0,46,-96,-98,-99,-100,-100,-92,-89,-89,0
303,B#3297,W#23,0,normal,-6,-6,603,603,-5,553,551,552,551,551,551,551,550,550,-5,-19,-19,-10,-19,-18,67,-45,-45,-45,-45,-45,-45,-46,-46,-20,42,2365,2442,2406,1357,1392,1392,1392,1392,1398,1395,1395,1395,1395,982,1,1,2047,2047,1,1268,1297,1309,1323,1328,1332,1330,1167,1162,3,-11,-11,960,497,-11,1047,1046,1017,1006,1006,1011,1042,1031,1010,-9,0,0,0,0,0,0,-96,-99,-100,-100,-101,-91,-89,-89,0
304,B#3297,W#25,0,normal,-5,-6,604,603,-6,553,552,551,551,551,552,551,551,551,-5,-19,-20,10,-20,-20,67,-44,-44,-44,-44,-45,-45,-45,-46,-19,32,2394,2451,2400,1354,1389,1392,1392,1392,1392,1392,1395,1392,1392,982,1,1,2047,2047,1,1261,1293,1308,1321,1329,1329,1329,1174,1165,3,-11,-12,1025,478,-11,1040,1043,1017,1009,1006,1009,1042,1036,1016,-9,0,0,-36,0,0,0,-95,-98,-99,-100,-101,-92,-90,-90,0
305,B#3298,W#01,0,normal,-5,607,604,603,-4,559,552,552,552,551,551,551,552,551,-4,-16,41,-45,-16,-14,293,-42,-42,-42,-42,-43,-43,-40,-43,-17,2227,2442,2403,2403,1386,1392,1392,1392,1395,1395,1392,1395,1392,1392,976,1,2047,2047,2002,1,1276,1296,1316,1325,1333,1335,1328,1161,1160,3,-11,943,700,401,-11,1015,1009,992,989,988,992,1013,1006,996,-9,0,0,-30,0,0,44,-99,-100,-102,-103,-103,-94,-92,-93,0
306,B#3298,W#02,0,normal,-5,608,604,603,-5,557,550,551,551,551,550,550,550,550,-4,-17,23,-44,-17,-17,304,-41,-43,-42,-42,-42,-42,-44,-45,-18,77,2454,2413,2400,1386,1389,1389,1392,1395,1395,1395,1395,1392,1395,986,1,2047,2047,2047,1,1266,1295,1312,1324,1330,1331,1326,1170,1158,3,-11,920,1028,468,-11,1027,1027,1004,1000,994,995,1023,1015,998,-9,0,0,-34,0,0,47,-96,-98,-100,-100,-100,-92,-89,-89,0
307,B#3298,W#04,0,normal,-5,606,604,603,-5,558,551,551,551,551,551,551,551,551,-5,-18,17,-44,-18,-18,295,-42,-44,-44,-44,-45,-44,-45,-45,-19,32,2445,2406,2403,1360,1389,1392,1392,1395,1395,1395,1395,1392,1392,611,1,2047,2047,2047,1,1270,1302,1318,1332,1341,1344,1342,1172,1166,1,-11,921,1025,468,-11,1046,1048,1025,1012,1010,1015,1038,1027,1013,-11,0,0,-35,0,0,45,-96,-99,-100,-101,-102,-92,-90,-91,0
